name,ex,em,hardness,error_pair__model_output,error_pair__ground_truth
SPIDER_train_1680,TRUE,FALSE,medium,,
SPIDER_train_1682,TRUE,TRUE,hard,,
SPIDER_train_1683,TRUE,TRUE,extra,,
SPIDER_train_1684,TRUE,TRUE,extra,,
SPIDER_train_1685,TRUE,FALSE,hard,,
SPIDER_train_1686,TRUE,FALSE,hard,,
SPIDER_train_1687,TRUE,TRUE,hard,,
SPIDER_train_1689,TRUE,TRUE,easy,,
SPIDER_train_1691,TRUE,TRUE,easy,,
SPIDER_train_1693,TRUE,FALSE,medium,,
SPIDER_train_1695,TRUE,TRUE,easy,,
SPIDER_train_1696,TRUE,TRUE,easy,,
SPIDER_train_1697,TRUE,TRUE,extra,,
SPIDER_train_1698,TRUE,TRUE,hard,,
SPIDER_train_1700,FALSE,FALSE,extra,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|item)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|review|rating), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|item|title), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]","[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|item)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|review|rating), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|item|title), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]"
SPIDER_train_1701,TRUE,TRUE,medium,,
SPIDER_train_1702,TRUE,TRUE,extra,,
SPIDER_train_1703,TRUE,TRUE,extra,,
SPIDER_train_1704,TRUE,TRUE,extra,,
SPIDER_train_1705,TRUE,FALSE,easy,,
SPIDER_train_1706,TRUE,TRUE,extra,,
SPIDER_train_1708,TRUE,FALSE,extra,,
SPIDER_train_1709,TRUE,FALSE,medium,,
SPIDER_train_1710,TRUE,FALSE,medium,,
SPIDER_train_1711,TRUE,TRUE,hard,,
SPIDER_train_1714,TRUE,TRUE,hard,,
SPIDER_train_1715,TRUE,TRUE,hard,,
SPIDER_train_1718,TRUE,TRUE,extra,,
SPIDER_train_1719,TRUE,TRUE,easy,,
SPIDER_train_1720,TRUE,FALSE,easy,,
SPIDER_train_1721,TRUE,FALSE,medium,,
SPIDER_train_1722,TRUE,FALSE,medium,,
SPIDER_train_1723,TRUE,FALSE,medium,,
SPIDER_train_1724,TRUE,TRUE,medium,,
SPIDER_train_1725,TRUE,FALSE,medium,,
SPIDER_train_1726,TRUE,TRUE,hard,,
SPIDER_train_1727,TRUE,TRUE,easy,,
SPIDER_train_1728,TRUE,FALSE,medium,,
SPIDER_train_1729,TRUE,TRUE,hard,,
SPIDER_train_1730,TRUE,FALSE,hard,,
SPIDER_train_1731,TRUE,FALSE,hard,,
SPIDER_train_1732,TRUE,TRUE,hard,,
SPIDER_train_1733,TRUE,TRUE,hard,,
SPIDER_train_1734,TRUE,FALSE,medium,,
SPIDER_train_1736,TRUE,TRUE,easy,,
SPIDER_train_1737,TRUE,TRUE,easy,,
SPIDER_train_1738,TRUE,FALSE,easy,,
SPIDER_train_1739,TRUE,FALSE,easy,,
SPIDER_train_1740,TRUE,FALSE,easy,,
SPIDER_train_1741,TRUE,FALSE,easy,,
SPIDER_train_1742,TRUE,TRUE,easy,,
SPIDER_train_1743,TRUE,TRUE,easy,,
SPIDER_train_1744,TRUE,FALSE,easy,,
SPIDER_train_1746,TRUE,TRUE,easy,,
SPIDER_train_1747,TRUE,TRUE,easy,,
SPIDER_train_1748,TRUE,TRUE,medium,,
SPIDER_train_1749,TRUE,TRUE,medium,,
SPIDER_train_1750,TRUE,TRUE,medium,,
SPIDER_train_1751,TRUE,TRUE,medium,,
SPIDER_train_1755,TRUE,TRUE,hard,,
SPIDER_train_1756,TRUE,TRUE,easy,,
SPIDER_train_1757,TRUE,TRUE,easy,,
SPIDER_train_1758,TRUE,TRUE,medium,,
SPIDER_train_1759,TRUE,TRUE,medium,,
SPIDER_train_1760,TRUE,FALSE,medium,,
SPIDER_train_1761,TRUE,FALSE,medium,,
SPIDER_train_1763,TRUE,TRUE,extra,,
SPIDER_train_1764,TRUE,TRUE,medium,,
SPIDER_train_1765,TRUE,TRUE,medium,,
SPIDER_train_1766,TRUE,FALSE,medium,,
SPIDER_train_1767,TRUE,FALSE,medium,,
SPIDER_train_1768,TRUE,TRUE,hard,,
SPIDER_train_1769,TRUE,TRUE,hard,,
SPIDER_train_1770,TRUE,TRUE,hard,,
SPIDER_train_1772,TRUE,TRUE,easy,,
SPIDER_train_1774,TRUE,FALSE,medium,,
SPIDER_train_1775,TRUE,FALSE,medium,,
SPIDER_train_1777,TRUE,TRUE,medium,,
SPIDER_train_1778,TRUE,TRUE,easy,,
SPIDER_train_1781,TRUE,TRUE,easy,,
SPIDER_train_1783,TRUE,TRUE,easy,,
SPIDER_train_1784,TRUE,FALSE,hard,,
SPIDER_train_1786,FALSE,FALSE,extra,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|ACCOUNTS)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['select', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|custid), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|name), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]","[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|ACCOUNTS)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['select', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|<|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|custid), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|name), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6'])]]]"
SPIDER_train_1787,TRUE,FALSE,extra,,
SPIDER_train_1788,TRUE,FALSE,hard,,
SPIDER_train_1790,TRUE,FALSE,hard,,
SPIDER_train_1791,TRUE,FALSE,hard,,
SPIDER_train_1792,FALSE,FALSE,extra,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|ACCOUNTS)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#5'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|#6)], False], ['intersection', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#7'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|name), QDMRStepArg(arg_type='ref', arg=['#8'])], False]]","[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|ACCOUNTS)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#5'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='grounding', arg=comparative|>|#6)], False], ['intersection', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#7'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|name), QDMRStepArg(arg_type='ref', arg=['#8'])], False]]"
SPIDER_train_1793,FALSE,FALSE,extra,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|ACCOUNTS)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|SAVINGS), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|#4)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|#6)], False], ['intersection', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#7'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|name), QDMRStepArg(arg_type='ref', arg=['#8'])], False]]","[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|ACCOUNTS)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|SAVINGS), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|#4)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=comparative|<|#5)], False], ['intersection', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#6']), QDMRStepArg(arg_type='ref', arg=['#7'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|name), QDMRStepArg(arg_type='ref', arg=['#8'])], False]]"
SPIDER_train_1794,FALSE,FALSE,extra,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|ACCOUNTS)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|SAVINGS|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]","[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|ACCOUNTS)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|SAVINGS|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]"
SPIDER_train_1802,TRUE,FALSE,extra,,
SPIDER_train_1803,TRUE,FALSE,extra,,
SPIDER_train_1810,TRUE,TRUE,extra,,
SPIDER_train_1811,TRUE,TRUE,extra,,
SPIDER_train_1814,TRUE,FALSE,extra,,
SPIDER_train_1815,TRUE,FALSE,extra,,
SPIDER_train_1816,TRUE,FALSE,medium,,
SPIDER_train_1817,TRUE,FALSE,medium,,
SPIDER_train_1820,FALSE,FALSE,hard,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|ACCOUNTS)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|SAVINGS|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|name), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]","[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|ACCOUNTS)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|SAVINGS|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|name), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]"
SPIDER_train_1821,FALSE,FALSE,hard,"[['select', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|custid)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|SAVINGS|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|name), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]","[['select', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|custid)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|CHECKING|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|SAVINGS|balance), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ACCOUNTS|name), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]"
SPIDER_train_1826,TRUE,TRUE,easy,,
SPIDER_train_1827,TRUE,FALSE,easy,,
SPIDER_train_1828,TRUE,FALSE,medium,,
SPIDER_train_1829,TRUE,FALSE,medium,,
SPIDER_train_1830,TRUE,FALSE,medium,,
SPIDER_train_1833,TRUE,FALSE,medium,,
SPIDER_train_1834,TRUE,FALSE,extra,,
SPIDER_train_1837,TRUE,TRUE,extra,,
SPIDER_train_1838,TRUE,TRUE,hard,,
SPIDER_train_1839,TRUE,TRUE,extra,,
SPIDER_train_1840,TRUE,FALSE,extra,,
SPIDER_train_1841,TRUE,FALSE,medium,,
SPIDER_train_1842,TRUE,FALSE,medium,,
SPIDER_train_1844,TRUE,TRUE,easy,,
SPIDER_train_1845,TRUE,TRUE,easy,,
SPIDER_train_1846,TRUE,FALSE,easy,,
SPIDER_train_1847,TRUE,FALSE,easy,,
SPIDER_train_1848,TRUE,TRUE,medium,,
SPIDER_train_1849,TRUE,TRUE,medium,,
SPIDER_train_1850,TRUE,TRUE,easy,,
SPIDER_train_1852,TRUE,FALSE,medium,,
SPIDER_train_1853,TRUE,FALSE,medium,,
SPIDER_train_1856,TRUE,FALSE,medium,,
SPIDER_train_1857,TRUE,FALSE,medium,,
SPIDER_train_1859,TRUE,FALSE,medium,,
SPIDER_train_1860,TRUE,TRUE,hard,,
SPIDER_train_1861,TRUE,TRUE,hard,,
SPIDER_train_1864,TRUE,FALSE,medium,,
SPIDER_train_1865,TRUE,FALSE,medium,,
SPIDER_train_1866,TRUE,TRUE,easy,,
SPIDER_train_1867,TRUE,TRUE,easy,,
SPIDER_train_1868,TRUE,FALSE,medium,,
SPIDER_train_1869,TRUE,FALSE,medium,,
SPIDER_train_1872,TRUE,TRUE,hard,,
SPIDER_train_1873,TRUE,TRUE,hard,,
SPIDER_train_1874,TRUE,TRUE,easy,,
SPIDER_train_1875,TRUE,TRUE,easy,,
SPIDER_train_1877,TRUE,TRUE,hard,,
SPIDER_train_1879,TRUE,TRUE,hard,,
SPIDER_train_1880,TRUE,TRUE,easy,,
SPIDER_train_1881,FALSE,FALSE,easy,"[['select', [QDMRStepArg(arg_type='grounding', arg=col|Elimination|Team)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|=|Fishman|col|wrestler|Name)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='ref', arg=['#3'])], True], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#4'])]]]","[['select', [QDMRStepArg(arg_type='grounding', arg=col|Elimination|Team)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=tbl|Elimination)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='ref', arg=['#3'])], True], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#4'])]]]"
SPIDER_train_1882,TRUE,FALSE,medium,,
SPIDER_train_1884,TRUE,TRUE,easy,,
SPIDER_train_1886,TRUE,FALSE,easy,,
SPIDER_train_1887,TRUE,FALSE,medium,,
SPIDER_train_1888,TRUE,FALSE,medium,,
SPIDER_train_1889,FALSE,FALSE,hard,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|School)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|School|Enrollment), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|School|Mascot), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]","[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|School)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|School|Enrollment), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|School|Mascot), QDMRStepArg(arg_type='ref', arg=['#4'])], False]]"
SPIDER_train_1890,TRUE,TRUE,medium,,
SPIDER_train_1891,TRUE,FALSE,medium,,
SPIDER_train_1892,TRUE,FALSE,medium,,
SPIDER_train_1893,TRUE,TRUE,medium,,
SPIDER_train_1895,TRUE,TRUE,hard,,
SPIDER_train_1897,TRUE,TRUE,extra,,
SPIDER_train_1899,TRUE,FALSE,medium,,
SPIDER_train_1900,TRUE,TRUE,medium,,
SPIDER_train_1901,TRUE,TRUE,medium,,
SPIDER_train_1903,TRUE,TRUE,easy,,
SPIDER_train_1904,FALSE,FALSE,easy,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|budget)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|budget|Budgeted), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|budget|Invested), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|#3)], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#4'])]]]","[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|budget)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|budget|Budgeted), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|budget|Invested), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|<|#3)], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#4'])]]]"
SPIDER_train_1905,TRUE,TRUE,medium,,
SPIDER_train_1907,TRUE,TRUE,hard,,
SPIDER_train_1908,TRUE,TRUE,easy,,
SPIDER_train_1910,TRUE,TRUE,easy,,
SPIDER_train_1911,TRUE,FALSE,medium,,
SPIDER_train_1913,TRUE,FALSE,medium,,
SPIDER_train_1915,TRUE,TRUE,medium,,
SPIDER_train_1917,TRUE,FALSE,medium,,
SPIDER_train_1918,TRUE,TRUE,hard,,
SPIDER_train_1919,TRUE,TRUE,medium,,
SPIDER_train_1920,TRUE,TRUE,hard,,
SPIDER_train_1922,TRUE,FALSE,medium,,
SPIDER_train_1923,TRUE,FALSE,hard,,
SPIDER_train_1924,TRUE,TRUE,easy,,
SPIDER_train_1925,TRUE,FALSE,medium,,
SPIDER_train_1927,TRUE,FALSE,medium,,
SPIDER_train_1928,TRUE,TRUE,hard,,
SPIDER_train_1929,TRUE,TRUE,extra,,
SPIDER_train_1932,TRUE,TRUE,easy,,
SPIDER_train_1933,TRUE,TRUE,easy,,
SPIDER_train_1934,TRUE,FALSE,medium,,
SPIDER_train_1935,FALSE,FALSE,extra,"[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|cinema)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|cinema|Capacity), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|cinema|Name), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|cinema|Location), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]","[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|cinema)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|cinema|Capacity), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='avg'), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|>|#3)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|cinema|Name), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|cinema|Location), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6'])]]]"
SPIDER_train_1936,TRUE,TRUE,easy,,
SPIDER_train_1937,TRUE,TRUE,easy,,
SPIDER_train_1938,TRUE,FALSE,medium,,
SPIDER_train_1939,TRUE,FALSE,medium,,
SPIDER_train_1940,TRUE,FALSE,medium,,
SPIDER_train_1941,TRUE,FALSE,medium,,
SPIDER_train_1942,TRUE,TRUE,extra,,
SPIDER_train_1943,TRUE,TRUE,medium,,
SPIDER_train_1944,TRUE,TRUE,medium,,
SPIDER_train_1945,TRUE,FALSE,medium,,
SPIDER_train_1946,TRUE,FALSE,medium,,
SPIDER_train_1947,TRUE,TRUE,easy,,
SPIDER_train_1948,TRUE,TRUE,easy,,
SPIDER_train_1949,TRUE,FALSE,medium,,
SPIDER_train_1951,TRUE,FALSE,medium,,
SPIDER_train_1952,TRUE,FALSE,medium,,
SPIDER_train_1954,TRUE,FALSE,extra,,
SPIDER_train_1955,TRUE,TRUE,extra,,
