id,source_text,target_text
1,How many gold medals did USA win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =USA col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did USA win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =USA col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did USA win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =USA col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did Norway win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Norway col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did Norway win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Norway col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did Norway win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Norway col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did Norway win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Norway col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did Norway win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Norway col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did Norway win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Norway col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did Norway win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Norway col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did Norway win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Norway col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did Norway win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Norway col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did Norway win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Norway col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did Norway win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Norway col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did Norway win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Norway col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did China win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =China col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did China win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =China col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did China win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =China col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did China win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =China col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did China win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =China col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did China win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =China col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did China win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =China col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did China win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =China col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did China win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =China col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did China win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =China col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did China win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =China col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did China win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =China col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did Sweden win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Sweden col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did Sweden win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Sweden col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did Sweden win in Alpine Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Sweden col:winter_olympic/Country, comparative #1 #1 =Alpine Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did Sweden win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Sweden col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did Sweden win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Sweden col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did Sweden win in Cross-Country Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Sweden col:winter_olympic/Country, comparative #1 #1 =Cross-Country Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did Sweden win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Sweden col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did Sweden win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Sweden col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did Sweden win in Freestyle Skiing? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Sweden col:winter_olympic/Country, comparative #1 #1 =Freestyle Skiing col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
1,How many gold medals did Sweden win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Sweden col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Gold_Medal #4"
1,How many silver medals did Sweden win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Sweden col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Silver_Medal #4"
1,How many bronze medals did Sweden win in Snowboard? <tbl> winter_olympic </tbl> <col> Country Gold_Medal Silver_Medal Bronze_Medal Total_Medal Sport Continent </col>,"select tbl:winter_olympic, comparative #1 #1 =Sweden col:winter_olympic/Country, comparative #1 #1 =Snowboard col:winter_olympic/Sport, union #1 #2 #3, project col:winter_olympic/Bronze_Medal #4"
