source_text,output_text,alt_text,modify_type
"Find job id and date of hire for those employees who was hired between November 5th, 2007 and July 5th, 2009.","select tbl:employees, project col:employees/HIRE_DATE #1, comparative #1 #2 greatequal/2007-11-05, comparative #3 #2 lessequal/2009-07-05, project col:employees/JOB_ID #4, project col:employees/HIRE_DATE #4, union #5 #6","select tbl:employee, project col:employee/HIRE_DATE #1, comparative #1 #2 greatequal/2007-11-05, comparative #3 #2 lessequal/2009-07-05, project col:employee/JOB_ID #4, project col:employee/HIRE_DATE #4, union #5 #6",beam
"Find job id and date of hire for those employees who was hired between November 5th, 2007 and July 5th, 2009.","select tbl:employees, project col:employees/HIRE_DATE #1, comparative #1 #2 greatequal/2007-11-05, comparative #3 #2 lessequal/2009-07-05, project col:employees/JOB_ID #4, project col:employees/HIRE_DATE #4, union #5 #6","select tbl:employees, project col:employees/HIRE_DATE #1, comparative #3 #2 lessequal/2009-07-05, comparative #1 #2 greatequal/2007-11-05, project col:employees/JOB_ID #4, project col:employees/HIRE_DATE #4, union #5 #6",compara_order
"What are the job ids and dates of hire for employees hired after November 5th, 2007 and before July 5th, 2009?","select tbl:employees, project col:employees/HIRE_DATE #1, comparative #1 #2 greatequal/2007-11-05, comparative #3 #2 lessequal/2009-07-05, project col:employees/JOB_ID #4, project col:employees/HIRE_DATE #4, union #5 #6","select tbl:employees, project col:employees/HIRE_DATE #1, comparative #2 #2 greatequal/2007-11-05, comparative #2 #2 lessequal/2009-07-05, project col:employees/JOB_ID #3, project col:employees/HIRE_DATE #3, union #4 #5",beam
"What are the job ids and dates of hire for employees hired after November 5th, 2007 and before July 5th, 2009?","select tbl:employees, project col:employees/HIRE_DATE #1, comparative #1 #2 greatequal/2007-11-05, comparative #3 #2 lessequal/2009-07-05, project col:employees/JOB_ID #4, project col:employees/HIRE_DATE #4, union #5 #6","select tbl:employees, project col:employees/HIRE_DATE #1, comparative #3 #2 lessequal/2009-07-05, comparative #1 #2 greatequal/2007-11-05, project col:employees/JOB_ID #4, project col:employees/HIRE_DATE #4, union #5 #6",compara_order
display the job title of jobs which minimum salary is greater than 9000.,"select tbl:jobs, project col:jobs/MIN_SALARY #1, group #2 #1, comparative #1 #3 great/9000, project col:jobs/JOB_TITLE #4","select tbl:jobs, project col:jobs/MIN_SALARY #1, group #2 #1, comparative #1 #3 great/9100, project col:jobs/JOB_TITLE #4",beam
display the job title of jobs which minimum salary is greater than 9000.,"select tbl:jobs, project col:jobs/MIN_SALARY #1, group #2 #1, comparative #1 #3 great/9000, project col:jobs/JOB_TITLE #4","select tbl:jobs, project col:jobs/MIN_SALARY #1, comparative #1 #3 great/9000, group #2 #1, project col:jobs/JOB_TITLE #4",order
display the job title of jobs which minimum salary is greater than 9000.,"select tbl:jobs, project col:jobs/MIN_SALARY #1, group #2 #1, comparative #1 #3 great/9000, project col:jobs/JOB_TITLE #4","select tbl:jobs, project col:jobs/MIN_SALARY #1, comparative #1 #3  equal9000, group #2 #1, project col:jobs/JOB_TITLE #4",greate/less
Which job titles correspond to jobs with salaries over 9000?,"select tbl:jobs, project col:jobs/MIN_SALARY #1, comparative #1 #2 great/9000, project col:jobs/JOB_TITLE #3","select tbl:jobs, project col:jobs/MIN_SALARY #1, comparative #1 #2 great/9100, project col:jobs/JOB_TITLE #3",beam
Which job titles correspond to jobs with salaries over 9000?,"select tbl:jobs, project col:jobs/MIN_SALARY #1, comparative #1 #2 great/9000, project col:jobs/JOB_TITLE #3","select tbl:jobs, project col:jobs/MIN_SALARY #1, comparative #1 #2 lessequal/9000, project col:jobs/JOB_TITLE #3",greate/less
display the country ID and number of cities for each country.,"select col:locations, project col:locations/COUNTRY_ID #1, project tbl:locations #1, group #3 #1, union #2 #4","select col:locations, project col:locations/COUNTRY_ID #1, project tbl:locations #1, group #3 #1, union #2 #4 #5",beam
display the country ID and number of cities for each country.,"select col:locations, project col:locations/COUNTRY_ID #1, project tbl:locations #1, group #3 #1, union #2 #4","select col:locations, project tbl:locations #1, project col:locations/COUNTRY_ID #1, group #3 #1, union #2 #4",order
display the country ID and number of cities for each country.,"select col:locations, project col:locations/COUNTRY_ID #1, project tbl:locations #1, group #3 #1, union #2 #4","select col:locations, project tbl:locations #1, project col:locations/COUNTRY_ID #1, group #3 #1, union #2 #4",greate/less
Give the country id and corresponding count of cities in each country.,"select col:locations, project col:locations/COUNTRY_ID #1, project tbl:locations #1, group #3 #1, union #2 #4","select col:locations, project col:locations/COUNTRY_ID #1, project tbl:locations #1, group #4 #1, union #2 #3",beam
Give the country id and corresponding count of cities in each country.,"select col:locations, project col:locations/COUNTRY_ID #1, project tbl:locations #1, group #3 #1, union #2 #4","select col:locations, project col:locations/COUNTRY_ID #1, project tbl:locations #1, union #2 #4, group #3 #1",order
Give the country id and corresponding count of cities in each country.,"select col:locations, project col:locations/COUNTRY_ID #1, project tbl:locations #1, group #3 #1, union #2 #4","select col:locations, project col:locations/COUNTRY_ID #1, project tbl:locations #1, union #2 #4, group #3 #1",greate/less
What are the employee ids for employees who have held two or more jobs?,"select col:job_history, project tbl:job_history #1, group #2 #1, comparative #1 #3 greatequal/2, project col:job_history/EMPLOYEE_ID #4","select tbl:employee, project tbl:job #1, group #2 #1, comparative #1 #3 greatequal/2, project col:employee/eid #4",beam
What are the employee ids for employees who have held two or more jobs?,"select col:job_history, project tbl:job_history #1, group #2 #1, comparative #1 #3 greatequal/2, project col:job_history/EMPLOYEE_ID #4","select col:job_history, comparative #1 #3 greatequal/2, group #2 #1, project tbl:job_history #1, project col:job_history/EMPLOYEE_ID #4",order
What are the employee ids for employees who have held two or more jobs?,"select col:job_history, project tbl:job_history #1, group #2 #1, comparative #1 #3 greatequal/2, project col:job_history/EMPLOYEE_ID #4","select col:job_history, comparative #1 #3  equal2, group #2 #1, project tbl:job_history #1, project col:job_history/EMPLOYEE_ID #4",greate/less
Find the employee id for all employees who earn more than the average salary.,"select tbl:employees, project col:employees/salary #1, aggregate avg #2, comparative #1 #2 great/#3, project col:employees/eid #4","select tbl:employees, project col:employees/salary #1, aggregate avg #2, comparative #1 #2 great/#3, project col:employees/eid #5",beam
Find the employee id for all employees who earn more than the average salary.,"select tbl:employees, project col:employees/salary #1, aggregate avg #2, comparative #1 #2 great/#3, project col:employees/eid #4","select tbl:employees, comparative #1 #2 great/#3, aggregate avg #2, project col:employees/salary #1, project col:employees/eid #4",order
Find the employee id for all employees who earn more than the average salary.,"select tbl:employees, project col:employees/salary #1, aggregate avg #2, comparative #1 #2 great/#3, project col:employees/eid #4","select tbl:employees, comparative #1 #2 greatequal/#3, aggregate avg #2, project col:employees/salary #1, project col:employees/eid #4",greate/less
display the ID for those employees who did two or more jobs in the past.,"select col:job_history, project tbl:job_history #1, group #2 #1, comparative #1 #3 greatequal/2, project col:job_history/EMPLOYEE_ID #4","select col:job_history, comparative #1 #1 greatequal/2 col:job_history/Year, project col:job_history/EMPLOYEE_ID #2",beam
display the ID for those employees who did two or more jobs in the past.,"select col:job_history, project tbl:job_history #1, group #2 #1, comparative #1 #3 greatequal/2, project col:job_history/EMPLOYEE_ID #4","select col:job_history, project tbl:job_history #1, project col:job_history/EMPLOYEE_ID #4, comparative #1 #3 greatequal/2, group #2 #1",order
display the ID for those employees who did two or more jobs in the past.,"select col:job_history, project tbl:job_history #1, group #2 #1, comparative #1 #3 greatequal/2, project col:job_history/EMPLOYEE_ID #4","select col:job_history, project tbl:job_history #1, project col:job_history/EMPLOYEE_ID #4, comparative #1 #3 lessequal/2, group #2 #1",greate/less
display the employee number and job id for all employees whose salary is smaller than any salary of those employees whose job title is MK_MAN.,"select tbl:employees, project col:employees/JOB_ID #1, comparative #1 #2 equal/MK_MAN, project col:employees/SALARY #3, aggregate max #4, project col:employees/SALARY #1, comparative #1 #6 less/#5, project col:employees/EMPLOYEE_ID #7, union #8 #9","select tbl:employees, project col:employees/JOB_ID #1, comparative #1 #2 equal/MK_MAN, project col:employees/SALARY #3, aggregate max #4, project col:employees/SALARY #1, comparative #1 #6 less/#5, project col:employees/EMPLOYEE_ID #7, union #9 #10",beam
display the employee number and job id for all employees whose salary is smaller than any salary of those employees whose job title is MK_MAN.,"select tbl:employees, project col:employees/JOB_ID #1, comparative #1 #2 equal/MK_MAN, project col:employees/SALARY #3, aggregate max #4, project col:employees/SALARY #1, comparative #1 #6 less/#5, project col:employees/EMPLOYEE_ID #7, union #8 #9","select tbl:employees, project col:employees/JOB_ID #1, comparative #1 #6 less/#5, project col:employees/SALARY #3, aggregate max #4, project col:employees/SALARY #1, comparative #1 #2 equal/MK_MAN, project col:employees/EMPLOYEE_ID #7, union #8 #9",compara_order
What are the employee ids and job ids for employees who make less than the lowest earning employee with title MK_MAN?,"select tbl:employees, comparative #1 #1 equal/MK_MAN col:employees/JOB_ID, project col:employees/SALARY #2, aggregate min #3, project col:employees/SALARY #1, comparative #1 #5 less/#4, project col:employees/EMPLOYEE_ID #6, project col:employees/JOB_ID #6, union #7 #8","select tbl:employee, comparative #1 #1 equal/MK_MAN col:employee/JOB_ID, project col:employee/SALARY #2, aggregate min #3, project col:employee/SALARY #1, comparative #1 #5 less/#4, project col:employee/EMPLOYEE_ID #6, project col:employee/JOB_ID #6, union #7 #8",beam
What are the employee ids and job ids for employees who make less than the lowest earning employee with title MK_MAN?,"select tbl:employees, comparative #1 #1 equal/MK_MAN col:employees/JOB_ID, project col:employees/SALARY #2, aggregate min #3, project col:employees/SALARY #1, comparative #1 #5 less/#4, project col:employees/EMPLOYEE_ID #6, project col:employees/JOB_ID #6, union #7 #8","select tbl:employees, comparative #1 #5 less/#4, project col:employees/SALARY #2, aggregate min #3, project col:employees/SALARY #1, comparative #1 #1 equal/MK_MAN col:employees/JOB_ID, project col:employees/EMPLOYEE_ID #6, project col:employees/JOB_ID #6, union #7 #8",compara_order
Find the id of the song that lasts the longest.,"select col:files, project col:files/duration #1, superlative #1 #2, project col:files/f_id #3","select tbl:files, project col:files/duration #1, superlative #1 #2",beam
Find the id of the song that lasts the longest.,"select col:files, project col:files/duration #1, superlative #1 #2, project col:files/f_id #3","select col:files, project col:files/duration #1, superlative #1 #2, project col:files/f_id #3",greate/less
Find the names of all English songs.,"select tbl:song, comparative #1 #1 equal/english col:song/languages, project col:song/song_name #2","select val:song, project col:song/song_name #1",beam
Find the names of all English songs.,"select tbl:song, comparative #1 #1 equal/english col:song/languages, project col:song/song_name #2","select tbl:song, comparative #1 #1great//english col:song/languages, project col:song/song_name #2",greate/less
What are the names of all songs in English?,"select tbl:song, comparative #1 #1 equal/english col:song/languages, project col:song/song_name #2","select tbl:song, comparative #1 #1 equal/english col:song/languages, project col:song/song_name #2.",beam
What are the names of all songs in English?,"select tbl:song, comparative #1 #1 equal/english col:song/languages, project col:song/song_name #2","select tbl:song, comparative #1 #1great//english col:song/languages, project col:song/song_name #2",greate/less
What are the id of all the files in mp3 format?,"select tbl:files, project col:files/formats #1, comparative #1 #2 equal/mp3, project col:files/f_id #3","select tbl:files, project col:files/formats #1, comparative #1 #2 equal/mp3, project col:files/f_code #3",beam
What are the id of all the files in mp3 format?,"select tbl:files, project col:files/formats #1, comparative #1 #2 equal/mp3, project col:files/f_id #3","select tbl:files, project col:files/formats #1, comparative #1 #2great//mp3, project col:files/f_id #3",greate/less
List the name and country of origin for all singers who have produced songs with rating above 9.,"select tbl:song, project col:song/rating #1, comparative #1 #2 great/9, project none #3, project col:artist/artist_name #4, project col:artist/country #4, union #5 #6","select tbl:artist, project none #1, project col:song/rating #2, comparative #1 #3 great/9, project none #4, project col:artist/artist_name #5, project col:artist/country #5, union #7 #6",beam
List the name and country of origin for all singers who have produced songs with rating above 9.,"select tbl:song, project col:song/rating #1, comparative #1 #2 great/9, project none #3, project col:artist/artist_name #4, project col:artist/country #4, union #5 #6","select tbl:song, project col:song/rating #1, union #5 #6, project none #3, project col:artist/artist_name #4, project col:artist/country #4, comparative #1 #2 great/9",order
List the name and country of origin for all singers who have produced songs with rating above 9.,"select tbl:song, project col:song/rating #1, comparative #1 #2 great/9, project none #3, project col:artist/artist_name #4, project col:artist/country #4, union #5 #6","select tbl:song, project col:song/rating #1, union #5 #6, project none #3, project col:artist/artist_name #4, project col:artist/country #4, comparative #1 #2  equal9",greate/less
What are the different names and countries of origins for all artists whose song ratings are above 9?,"select tbl:artist, project tbl:song #1, comparative #1 #2 great/9, union #3 #4","select tbl:artist, project tbl:song #1, comparative #1 #2 great/9",beam
What are the different names and countries of origins for all artists whose song ratings are above 9?,"select tbl:artist, project tbl:song #1, comparative #1 #2 great/9, union #3 #4","select tbl:artist, project tbl:song #1, comparative #1 #2 lessequal/9, union #3 #4",greate/less
List the file size and format for all songs that have resolution lower than 800.,"select tbl:song, project col:song/resolution #1, comparative #1 #2 less/800, project col:files/file_size #3, project col:files/formats #3, union #4 #5","select tbl:song, project col:files/resolution #1, comparative #1 #2 less/800, project col:files/file_size #3, project col:files/formats #3, union #4 #5",beam
List the file size and format for all songs that have resolution lower than 800.,"select tbl:song, project col:song/resolution #1, comparative #1 #2 less/800, project col:files/file_size #3, project col:files/formats #3, union #4 #5","select tbl:song, union #4 #5, comparative #1 #2 less/800, project col:files/file_size #3, project col:files/formats #3, project col:song/resolution #1",order
List the file size and format for all songs that have resolution lower than 800.,"select tbl:song, project col:song/resolution #1, comparative #1 #2 less/800, project col:files/file_size #3, project col:files/formats #3, union #4 #5","select tbl:song, union #4 #5, comparative #1 #2 greatequal/800, project col:files/file_size #3, project col:files/formats #3, project col:song/resolution #1",greate/less
How many songs have 4 minute duration?,"select tbl:files, project col:files/duration #1, comparative #1 #2 like4:%, aggregate count #3","select tbl:files, comparative #1 #1 like4:% col:files/duration, aggregate count #2",beam
How many songs have 4 minute duration?,"select tbl:files, project col:files/duration #1, comparative #1 #2 like4:%, aggregate count #3","select tbl:files, project col:files/duration #1, comparative #1 #2 like4:%, aggregate count #3",greate/less
How many artists are from Bangladesh?,"select tbl:artist, comparative #1 #1 equal/Bangladesh col:artist/country, aggregate count #2","select col:artist, comparative #1 #1 equal/Bangladesh col:artist/country, aggregate count #2",beam
How many artists are from Bangladesh?,"select tbl:artist, comparative #1 #1 equal/Bangladesh col:artist/country, aggregate count #2","select tbl:artist, comparative #1 #1great//Bangladesh col:artist/country, aggregate count #2",greate/less
How many Bangladeshi artists are listed?,"select tbl:artist, comparative #1 #1 equal/Bangladesh col:artist/country, aggregate count #2","select tbl:artist, comparative #1 #1 equal/Bangladesh col:artist/country, aggregate counts #2",beam
How many Bangladeshi artists are listed?,"select tbl:artist, comparative #1 #1 equal/Bangladesh col:artist/country, aggregate count #2","select tbl:artist, comparative #1 #1greatequal//Bangladesh col:artist/country, aggregate count #2",greate/less
What is the average rating of songs produced by female artists?,"select tbl:song, project tbl:artist #1, comparative #1 #2 equal/Female, project col:song/rating #3, aggregate avg #4","select tbl:song, comparative #1 #1 equal/Female col:artist/gender, project col:song/rating #2, aggregate avg #3",beam
What is the average rating of songs produced by female artists?,"select tbl:song, project tbl:artist #1, comparative #1 #2 equal/Female, project col:song/rating #3, aggregate avg #4","select tbl:song, project tbl:artist #1, aggregate avg #4, project col:song/rating #3, comparative #1 #2 equal/Female",order
What is the average rating of songs produced by female artists?,"select tbl:song, project tbl:artist #1, comparative #1 #2 equal/Female, project col:song/rating #3, aggregate avg #4","select tbl:song, project tbl:artist #1, aggregate avg #4, project col:song/rating #3, comparative #1 #2greatequal//Female",greate/less
"How many songs, on average, are sung by a female artist?","select val:artist, project col:song/rating #1, group #2 #1, aggregate avg #3","select val:artist, project col:song/rating #1, group #2 #1, aggregate avg #4",beam
"How many songs, on average, are sung by a female artist?","select val:artist, project col:song/rating #1, group #2 #1, aggregate avg #3","select val:artist, project col:song/rating #1, group #2 #1, aggregate avg #3",greate/less
Find the file format that is used by the most files.,"select col:files, project tbl:files #1, group #2 #1, superlative #1 #3","select col:files, project none #1, group #2 #1, superlative #1 #3",beam
Find the file format that is used by the most files.,"select col:files, project tbl:files #1, group #2 #1, superlative #1 #3","select col:files, project tbl:files #1, group #2 #1, superlative #1 #3",greate/less
Find the names of the artists who are from UK and have produced English songs.,"select tbl:artist, comparative #1 #1 equal/UK col:artist/country, comparative #1 #1 equal/english col:song/languages, intersection #1 #2 #3, project col:artist/artist_name #4","select tbl:Artist, comparative #1 #1 equal/UK col:artist/country, comparative #1 #1 equal/english col:song/languages, intersection #1 #2 #3, project col:Artist/artist_name #4",beam
Find the names of the artists who are from UK and have produced English songs.,"select tbl:artist, comparative #1 #1 equal/UK col:artist/country, comparative #1 #1 equal/english col:song/languages, intersection #1 #2 #3, project col:artist/artist_name #4","select tbl:artist, comparative #1 #1 equal/english col:song/languages, comparative #1 #1 equal/UK col:artist/country, intersection #1 #2 #3, project col:artist/artist_name #4",compara_order
Find the id of songs that are available in mp4 format and have resolution lower than 1000.,"select tbl:song, project col:files/formats #1, comparative #1 #2 equal/mp4, project col:song/resolution #1, comparative #1 #4 less/1000, intersection #1 #3 #5, project col:files/f_id #6","select tbl:files, project col:files/formats #1, comparative #1 #2 equal/mp4, project col:song/resolution #1, comparative #1 #4 less/1000, intersection #1 #3 #5, project col:files/f_id #6",beam
Find the id of songs that are available in mp4 format and have resolution lower than 1000.,"select tbl:song, project col:files/formats #1, comparative #1 #2 equal/mp4, project col:song/resolution #1, comparative #1 #4 less/1000, intersection #1 #3 #5, project col:files/f_id #6","select tbl:song, project col:files/formats #1, comparative #1 #4 less/1000, project col:song/resolution #1, comparative #1 #2 equal/mp4, intersection #1 #3 #5, project col:files/f_id #6",compara_order
What is the id of the files that are available in the format of mp4 and a resolution smaller than 1000?,"select tbl:files, project col:files/formats #1, comparative #1 #2 equal/mp4, project col:song/resolution #1, comparative #1 #4 less/1000, project col:files/f_id #1, intersection #6 #3 #5","select tbl:files, project col:files/formats #1, comparative #1 #2 equal/mp4, project col:song/resolution #1, comparative #1 #4 less/1000, project col:files/f_id #1, intersection #7 #3 #5",beam
What is the id of the files that are available in the format of mp4 and a resolution smaller than 1000?,"select tbl:files, project col:files/formats #1, comparative #1 #2 equal/mp4, project col:song/resolution #1, comparative #1 #4 less/1000, project col:files/f_id #1, intersection #6 #3 #5","select tbl:files, project col:files/formats #1, comparative #1 #4 less/1000, project col:song/resolution #1, comparative #1 #2 equal/mp4, project col:files/f_id #1, intersection #6 #3 #5",compara_order
What is the country of origin of the artist who is female and produced a song in Bangla?,"select tbl:artist, comparative #1 #1 equal/Female col:artist/gender, project tbl:song #1, comparative #3 #3 equal/bangla col:song/languages, intersection #1 #2 #4, project col:artist/country #5","select tbl:artist, comparative #1 #1 equal/Female col:artist/gender, project tbl:song #1, comparative #3 #3 equal/bangla col:song/languages, group #4 #1, comparative #1 #5 tbl:artist, intersection #1 #2 #6",beam
What is the country of origin of the artist who is female and produced a song in Bangla?,"select tbl:artist, comparative #1 #1 equal/Female col:artist/gender, project tbl:song #1, comparative #3 #3 equal/bangla col:song/languages, intersection #1 #2 #4, project col:artist/country #5","select tbl:artist, comparative #3 #3 equal/bangla col:song/languages, project tbl:song #1, comparative #1 #1 equal/Female col:artist/gender, intersection #1 #2 #4, project col:artist/country #5",compara_order
What countries are the female artists who sung in the language Bangla from?,"select val:artist, comparative #1 #1 equal/bangla col:song/languages, project col:artist/country #2","select col:artist, comparative #1 #1 equal/bangla col:song/languages, project col:artist/country #2",beam
What countries are the female artists who sung in the language Bangla from?,"select val:artist, comparative #1 #1 equal/bangla col:song/languages, project col:artist/country #2","select val:artist, comparative #1 #1less//bangla col:song/languages, project col:artist/country #2",greate/less
Return the gender and name of artist who produced the song with the lowest resolution.,"select tbl:song, project col:song/resolution #1, superlative #1 #2, project tbl:artist #3, project col:artist/gender #4, project col:artist/artist_name #4, union #5 #6","select tbl:artist, project tbl:song #1, project col:song/resolution #2, superlative #1 #3, project col:artist/gender #4, project col:artist/artist_name #4, union #5 #6",beam
Return the gender and name of artist who produced the song with the lowest resolution.,"select tbl:song, project col:song/resolution #1, superlative #1 #2, project tbl:artist #3, project col:artist/gender #4, project col:artist/artist_name #4, union #5 #6","select tbl:song, project col:song/resolution #1, project tbl:artist #3, superlative #1 #2, project col:artist/gender #4, project col:artist/artist_name #4, union #5 #6",order
Return the gender and name of artist who produced the song with the lowest resolution.,"select tbl:song, project col:song/resolution #1, superlative #1 #2, project tbl:artist #3, project col:artist/gender #4, project col:artist/artist_name #4, union #5 #6","select tbl:song, project col:song/resolution #1, project tbl:artist #3, superlative #1 #2, project col:artist/gender #4, project col:artist/artist_name #4, union #5 #6",greate/less
What is the gender and name of the artist who sang the song with the smallest resolution?,"select tbl:artist, project tbl:song #1, project col:song/resolution #2, superlative #1 #3, project col:artist/gender #4, project col:artist/artist_name #4, union #5 #6","select tbl:Artist, project tbl:Song #1, project col:Song/resolution #2, superlative #1 #3, project col:Artist/gender #4, project col:Artist/artist_name #4, union #5 #6",beam
What is the gender and name of the artist who sang the song with the smallest resolution?,"select tbl:artist, project tbl:song #1, project col:song/resolution #2, superlative #1 #3, project col:artist/gender #4, project col:artist/artist_name #4, union #5 #6","select tbl:artist, project tbl:song #1, union #5 #6, superlative #1 #3, project col:artist/gender #4, project col:artist/artist_name #4, project col:song/resolution #2",order
What is the gender and name of the artist who sang the song with the smallest resolution?,"select tbl:artist, project tbl:song #1, project col:song/resolution #2, superlative #1 #3, project col:artist/gender #4, project col:artist/artist_name #4, union #5 #6","select tbl:artist, project tbl:song #1, union #5 #6, superlative #1 #3, project col:artist/gender #4, project col:artist/artist_name #4, project col:song/resolution #2",greate/less
Find the distinct names of all songs that have a higher resolution than some songs in English.,"select tbl:song, comparative #1 #1 equal/english col:song/languages, project col:song/resolution #2, aggregate max #3","select tbl:song, comparative #1 #1 equal/english col:song/languages, project col:song/resolution #3, aggregate min #4",beam
Find the distinct names of all songs that have a higher resolution than some songs in English.,"select tbl:song, comparative #1 #1 equal/english col:song/languages, project col:song/resolution #2, aggregate max #3","select tbl:song, comparative #1 #1less//english col:song/languages, project col:song/resolution #2, aggregate max #3",greate/less
What are the different names for all songs that have a higher resolution than English songs?,"select col:song, comparative #1 #1 equal/english col:song/languages, project col:song/resolution #2, aggregate min #3","select col:song, comparative #1 #1 equal/english col:song/languages",beam
What are the different names for all songs that have a higher resolution than English songs?,"select col:song, comparative #1 #1 equal/english col:song/languages, project col:song/resolution #2, aggregate min #3","select col:song, comparative #1 #1great//english col:song/languages, project col:song/resolution #2, aggregate min #3",greate/less
What are the names of the songs that have a lower rating than at least one blues song?,"select tbl:song, select val:song, project col:song/rating #2, aggregate max #3, project col:song/rating #1, comparative #1 #5 less/#4, project col:song/song_name #6","select tbl:song, select val:song, project col:song/rating #1, aggregate max #2, project col:song/rating #1, comparative #1 #5 less/#3, project col:song/song_name #4",beam
What are the names of the songs that have a lower rating than at least one blues song?,"select tbl:song, select val:song, project col:song/rating #2, aggregate max #3, project col:song/rating #1, comparative #1 #5 less/#4, project col:song/song_name #6","select tbl:song, select val:song, project col:song/rating #2, aggregate max #3, project col:song/song_name #6, comparative #1 #5 less/#4, project col:song/rating #1",order
What are the names of the songs that have a lower rating than at least one blues song?,"select tbl:song, select val:song, project col:song/rating #2, aggregate max #3, project col:song/rating #1, comparative #1 #5 less/#4, project col:song/song_name #6","select tbl:song, select val:song, project col:song/rating #2, aggregate max #3, project col:song/song_name #6, comparative #1 #5 great/#4, project col:song/rating #1",greate/less
"List the names of all genres in alphabetical oder, together with its ratings.","select tbl:genre, project col:genre/g_name #1, project col:genre/rating #1, union #2 #3, sort #4 #2 ascending","select tbl:genre, project col:genre/g_name #1, project col:genre/rating #1, union #2 #3, sort #4 #3 ascending",beam
"List the names of all genres in alphabetical oder, together with its ratings.","select tbl:genre, project col:genre/g_name #1, project col:genre/rating #1, union #2 #3, sort #4 #2 ascending","select tbl:genre, project col:genre/g_name #1, sort #4 #2 ascending, union #2 #3, project col:genre/rating #1",order
"List the names of all genres in alphabetical oder, together with its ratings.","select tbl:genre, project col:genre/g_name #1, project col:genre/rating #1, union #2 #3, sort #4 #2 ascending","select tbl:genre, project col:genre/g_name #1, sort #4 #2 ascending, union #2 #3, project col:genre/rating #1",greate/less
Give me a list of the names of all songs ordered by their resolution.,"select tbl:song, project col:song/song_name #1, project col:song/resolution #1, sort #2 #3","select tbl:song, project col:song/file_name #1, project col:song/resolution #1, sort #2 #3",beam
Give me a list of the names of all songs ordered by their resolution.,"select tbl:song, project col:song/song_name #1, project col:song/resolution #1, sort #2 #3","select tbl:song, project col:song/song_name #1, project col:song/resolution #1, sort #2 #3",greate/less
What are the names of all songs that are ordered by their resolution numbers?,"select tbl:song, project col:song/song_name #1, project col:song/resolution #1, sort #2 #3","select tbl:song, project col:song/song_name #1, project col:song/resolution #1, sort #2 #3.",beam
What are the names of all songs that are ordered by their resolution numbers?,"select tbl:song, project col:song/song_name #1, project col:song/resolution #1, sort #2 #3","select tbl:song, project col:song/song_name #1, project col:song/resolution #1, sort #2 #3",greate/less
List the names of all songs that have 4 minute duration or are in English.,"select tbl:song, project col:files/duration #1, comparative #1 #2 like4:%, comparative #1 #1 equal/english col:song/languages, union #3 #4, project col:song/song_name #5","select tbl:song, comparative #1 #1 equal/english col:song/languages, project col:files/duration #1, comparative #1 #2 like4:%, union #3 #4, project col:song/song_name #5",beam
List the names of all songs that have 4 minute duration or are in English.,"select tbl:song, project col:files/duration #1, comparative #1 #2 like4:%, comparative #1 #1 equal/english col:song/languages, union #3 #4, project col:song/song_name #5","select tbl:song, project col:files/duration #1, comparative #1 #1 equal/english col:song/languages, comparative #1 #2 like4:%, union #3 #4, project col:song/song_name #5",compara_order
What are the names of all songs that are approximately 4 minutes long or are in English?,"select col:song, comparative #1 #1 equal/english col:song/languages, project tbl:song #1, comparative #1 #3 like4:%, union #4 #2, project col:song/song_name #5","select col:song, comparative #1 #1 equal/english col:song/languages, project tbl:song #1, comparative #1 #3 like4:%, union #4 #2, project col:song/f_name #5",beam
What are the names of all songs that are approximately 4 minutes long or are in English?,"select col:song, comparative #1 #1 equal/english col:song/languages, project tbl:song #1, comparative #1 #3 like4:%, union #4 #2, project col:song/song_name #5","select col:song, comparative #1 #3 like4:%, project tbl:song #1, comparative #1 #1 equal/english col:song/languages, union #4 #2, project col:song/song_name #5",compara_order
What is the language used most often in the songs?,"select col:song, project tbl:song #1, group #2 #1, superlative #1 #3","select col:song, comparative #1 #1 tbl:song, group #2 #1, superlative #1 #3",beam
What is the language used most often in the songs?,"select col:song, project tbl:song #1, group #2 #1, superlative #1 #3","select col:song, project tbl:song #1, group #2 #1, superlative #1 #3",greate/less
What are the languages that are used most often in songs?,"select col:song, project tbl:song #1, group #2 #1, superlative #1 #3","select col:song, project tbl:song #1, group #2 #1, superlative #1 #3!",beam
What are the languages that are used most often in songs?,"select col:song, project tbl:song #1, group #2 #1, superlative #1 #3","select col:song, project tbl:song #1, group #2 #1, superlative #1 #3",greate/less
What are the names of artists who are Male and are from UK?,"select tbl:artist, comparative #1 #1 equal/Male col:artist/gender, comparative #1 #1 equal/UK col:artist/country, intersection #1 #2 #3, project col:artist/artist_name #4","select tbl:artist, comparative #1 #1 equal/Male col:artist/gender, comparative #1 #1 equal/UK col:artist/country, intersection #1 #2 #3, project col:artist/artist_name #5",beam
What are the names of artists who are Male and are from UK?,"select tbl:artist, comparative #1 #1 equal/Male col:artist/gender, comparative #1 #1 equal/UK col:artist/country, intersection #1 #2 #3, project col:artist/artist_name #4","select tbl:artist, comparative #1 #1 equal/UK col:artist/country, comparative #1 #1 equal/Male col:artist/gender, intersection #1 #2 #3, project col:artist/artist_name #4",compara_order
