id,source_text,target_text
3128,How many assets does each third party company supply? List the count and the company id. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select col:Third_Party_Companies, project tbl:Assets #1, group #2 #1, project col:Third_Party_Companies/company_id #1, union #3 #4"
3129,Which third party companies have at least 2 maintenance engineers or have at least 2 maintenance contracts? List the company id and name. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select tbl:Third_Party_Companies, project tbl:Maintenance_Engineers #1, project tbl:Maintenance_Contracts #1, group #2 #1, group #3 #1, comparative #1 #4 greatequal/2, comparative #1 #5 greatequal/2, union #6 #7, project col:Third_Party_Companies/company_id #8, project col:Third_Party_Companies/company_name #8, union #9 #10"
3130,What is the name and id of the staff who recorded the fault log but has not contacted any visiting engineers? <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select tbl:Staff, comparative #1 #1 tbl:Fault_Log, comparative #1 #1 tbl:Engineer_Visits, discard #1 #3, intersection #1 #2 #4, project col:Staff/staff_name #5, project col:Staff/staff_id #5, union #6 #7"
3132,Which parts have more than 2 faults? Show the part name and id. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select tbl:Parts, project tbl:Part_Faults #1, group #2 #1, comparative #1 #3 great/2, project col:Parts/part_name #4, project col:Parts/part_id #4, union #5 #6"
3134,"For all the faults of different parts, what are all the decriptions of the skills required to fix them? List the name of the faults and the skill description. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>","select tbl:Part_Faults, project tbl:Part_Faults #1, project col:Part_Faults/fault_short_name #2, project tbl:Skills_Required_To_Fix #2, project col:Skills/skill_description #4, union #3 #5"
3135,How many assets can each parts be used in? List the part name and the number. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select col:Parts, project tbl:Asset_Parts #1, group #2 #1, project col:Parts/part_name #1, union #4 #3"
3136,What are all the fault descriptions and the fault status of all the faults recoreded in the logs? <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select tbl:Fault_Log, project tbl:Fault_Log #1, project col:Fault_Log/fault_description #2, project col:Fault_Log_Parts/fault_status #2, union #3 #4"
3138,What are all the distinct last names of all the engineers? <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select tbl:Maintenance_Engineers, project col:Maintenance_Engineers/last_name #1"
3139,How many fault status codes are recorded in the fault log parts table? <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select col:Fault_Log_Parts, project col:Fault_Log_Parts/fault_status #1, aggregate col:Fault_Log_Parts/fault_status #2"
3140,Which engineers have never visited to maintain the assets? List the engineer first name and last name. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select tbl:Maintenance_Engineers, comparative #1 #1 tbl:Engineer_Visits, discard #1 #2, project col:Maintenance_Engineers/first_name #3, project col:Maintenance_Engineers/last_name #3, union #4 #5"
3141,"List the asset id, details, make and model for every asset. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>","select tbl:Assets, project col:Assets/asset_id #1, project col:Assets/asset_details #1, project col:Assets/asset_make #1, project col:Assets/asset_model #1, union #2 #3 #4 #5"
3143,Which part fault requires the most number of skills to fix? List part id and name. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select tbl:Parts, project tbl:Part_Faults #1, project tbl:Skills_Required_To_Fix #2, group #3 #1, superlative max #1 #4, project col:Parts/part_name #5, project col:Parts/part_id #5, union #7 #6"
3144,Which kind of part has the least number of faults? List the part name. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select tbl:Parts, project tbl:Part_Faults #1, group #2 #1, superlative min #1 #3, project col:Parts/part_name #4"
3145,"Among those engineers who have visited, which engineer makes the least number of visits? List the engineer id, first name and last name. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>","select tbl:Maintenance_Engineers, comparative #1 #1 tbl:Engineer_Visits, project tbl:Engineer_Visits #2, group #3 #2, superlative min #2 #4, project col:Maintenance_Engineers/engineer_id #5, project col:Maintenance_Engineers/first_name #5, project col:Maintenance_Engineers/last_name #5, union #6 #7 #8"
3146,Which staff have contacted which engineers? List the staff name and the engineer first name and last name. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select tbl:Staff, comparative #1 #1 tbl:Maintenance_Engineers, project col:Staff/staff_name #2, project tbl:Maintenance_Engineers #2, project col:Maintenance_Engineers/first_name #4, project col:Maintenance_Engineers/last_name #4, union #3 #5 #6"
3147,"Which fault log included the most number of faulty parts? List the fault log id, description and record time. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>","select col:Fault_Log_Parts, project tbl:Fault_Log #1, group #2 #1, superlative max #1 #3, project col:Fault_Log/fault_log_entry_id #4, project col:Fault_Log/fault_description #4, project col:Fault_Log/fault_log_entry_datetime #4, union #5 #6 #7"
3148,Which skill is used in fixing the most number of faults? List the skill id and description. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select col:Skills_Required_To_Fix, superlative max #1 #1, project col:Skills/skill_id #2, project col:Skills/skill_description #2, union #3 #4"
3149,What are all the distinct asset models? <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,select col:Assets
3150,"List the all the assets make, model, details by the disposed date ascendingly. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>","select tbl:Assets, project col:Assets/asset_make #1, project col:Assets/asset_model #1, project col:Assets/asset_details #1, project col:Assets/asset_disposed_date #1, union #2 #3 #4, sort #6 #5 ascending"
3151,Which part has the least chargeable amount? List the part id and amount. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select tbl:Parts, project col:Parts/chargeable_amount #1, superlative min #1 #2, project col:Parts/part_id #3, project col:Parts/chargeable_amount #3, union #4 #5"
3152,Which company started the earliest the maintenance contract? Show the company name. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select col:Third_Party_Companies, project tbl:Maintenance_Contracts #1, project col:Maintenance_Contracts/contract_start_date #2, superlative min #1 #3"
3154,Which gender makes up the majority of the staff? <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select tbl:Staff, project col:Staff/gender #1, group #1 #2, superlative max #2 #3"
3155,How many engineers did each staff contact? List both the contact staff name and number of engineers contacted. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select col:Staff, project tbl:Engineer_Visits #1, group #2 #1, project col:Staff/staff_name #1, union #4 #3"
3156,Which assets did not incur any fault log? List the asset model. <tbl> Third_Party_Companies Maintenance_Contracts Parts Skills Staff Assets Asset_Parts Maintenance_Engineers Engineer_Skills Fault_Log Engineer_Visits Part_Faults Fault_Log_Parts Skills_Required_To_Fix </tbl> <col> company_id company_type company_name company_address other_company_details maintenance_contract_id maintenance_contract_company_id contract_start_date contract_end_date other_contract_details part_id part_name chargeable_yn chargeable_amount other_part_details skill_id skill_code skill_description staff_id staff_name gender other_staff_details asset_id maintenance_contract_id supplier_company_id asset_details asset_make asset_model asset_acquired_date asset_disposed_date other_asset_details asset_id part_id engineer_id company_id first_name last_name other_details engineer_id skill_id fault_log_entry_id asset_id recorded_by_staff_id fault_log_entry_datetime fault_description other_fault_details engineer_visit_id contact_staff_id engineer_id fault_log_entry_id fault_status visit_start_datetime visit_end_datetime other_visit_details part_fault_id part_id fault_short_name fault_description other_fault_details fault_log_entry_id part_fault_id fault_status part_fault_id skill_id </col>,"select tbl:Assets, project tbl:Fault_Log #1, group #2 #1, comparative #1 #3 none, discard #1 #4, project col:Assets/asset_model #5"
3157,list the local authorities and services provided by all stations. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select tbl:station, project col:station/local_authority #1, project col:station/services #1, union #2 #3"
3158,show all train numbers and names ordered by their time from early to late. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select tbl:train, project col:train/train_number #1, project col:train/name #1, project col:train/time #1, union #2 #3, sort #5 #4 ascending"
